company_id,metric_type,period_years,value_pct
IRCTC,compounded_sales_growth,5,18.0
IRCTC,compounded_sales_growth,3,20.1
IRCTC,compounded_profit_growth,10,12.2
IRCTC,compounded_profit_growth,5,14.0
IRCTC,compounded_profit_growth,3,16.5
IRCTC,stock_price_cagr,10,15.4
IRCTC,stock_price_cagr,5,17.8
IRCTC,stock_price_cagr,3,14.2
IRCTC,stock_price_cagr,1,21.0
IRCTC,roe,10,33.4
IRCTC,roe,5,34.4
IRCTC,roe,3,35.9
IRFC,compounded_sales_growth,10,17.9
IRFC,compounded_sales_growth,5,19.1
IRFC,compounded_sales_growth,3,21.2
IRFC,compounded_profit_growth,10,12.2
IRFC,compounded_profit_growth,5,14.0
IRFC,compounded_profit_growth,3,16.5
IRFC,stock_price_cagr,10,15.4
IRFC,stock_price_cagr,5,17.8
IRFC,stock_price_cagr,3,14.2
IRFC,stock_price_cagr,1,21.0
IRFC,roe,10,12.0
IRFC,roe,5,13.0
IRFC,roe,3,14.5
ITC,compounded_sales_growth,10,6.8
ITC,compounded_sales_growth,5,8.0
ITC,compounded_sales_growth,3,10.1
ITC,compounded_profit_growth,10,12.2
ITC,compounded_profit_growth,5,14.0
ITC,compounded_profit_growth,3,16.5
ITC,stock_price_cagr,10,15.4
ITC,stock_price_cagr,5,17.8
ITC,stock_price_cagr,3,14.2
ITC,stock_price_cagr,1,21.0
ITC,roe,10,26.9
ITC,roe,5,27.9
ITC,roe,3,29.4
JINDALSTEL,compounded_sales_growth,10,0.2
JINDALSTEL,compounded_sales_growth,5,1.4
JINDALSTEL,compounded_sales_growth,3,3.5
JINDALSTEL,compounded_profit_growth,10,12.2
JINDALSTEL,compounded_profit_growth,5,14.0
JINDALSTEL,compounded_profit_growth,3,16.5
JINDALSTEL,stock_price_cagr,10,15.4
JINDALSTEL,stock_price_cagr,5,17.8
JINDALSTEL,stock_price_cagr,3,14.2
JINDALSTEL,stock_price_cagr,1,21.0
JINDALSTEL,roe,10,12.4
JINDALSTEL,roe,5,13.4
JINDALSTEL,roe,3,14.9
JIOFIN,compounded_sales_growth,10,11.3
JIOFIN,compounded_sales_growth,5,12.5
JIOFIN,compounded_sales_growth,3,14.6
JIOFIN,compounded_profit_growth,10,12.2
JIOFIN,compounded_profit_growth,5,14.0
JIOFIN,compounded_profit_growth,3,16.5
JIOFIN,stock_price_cagr,10,15.4
JIOFIN,stock_price_cagr,5,17.8
JIOFIN,stock_price_cagr,3,14.2
JIOFIN,stock_price_cagr,1,21.0
JIOFIN,roe,10,0.1
JIOFIN,roe,5,1.1
JIOFIN,roe,3,2.6
JSWENERGY,compounded_sales_growth,10,3.5
JSWENERGY,compounded_sales_growth,5,4.7
JSWENERGY,compounded_sales_growth,3,6.8
JSWENERGY,compounded_profit_growth,10,12.2
JSWENERGY,compounded_profit_growth,5,14.0
JSWENERGY,compounded_profit_growth,3,16.5
JSWENERGY,stock_price_cagr,10,15.4
JSWENERGY,stock_price_cagr,5,17.8
JSWENERGY,stock_price_cagr,3,14.2
JSWENERGY,stock_price_cagr,1,21.0
JSWENERGY,roe,10,7.3
JSWENERGY,roe,5,8.3
JSWENERGY,roe,3,9.8
JSWSTEEL,compounded_sales_growth,10,14.4
JSWSTEEL,compounded_sales_growth,5,15.6
JSWSTEEL,compounded_sales_growth,3,17.7
JSWSTEEL,compounded_profit_growth,10,12.2
JSWSTEEL,compounded_profit_growth,5,14.0
JSWSTEEL,compounded_profit_growth,3,16.5
JSWSTEEL,stock_price_cagr,10,15.4
JSWSTEEL,stock_price_cagr,5,17.8
JSWSTEEL,stock_price_cagr,3,14.2
JSWSTEEL,stock_price_cagr,1,21.0
JSWSTEEL,roe,10,10.6
JSWSTEEL,roe,5,11.6
JSWSTEEL,roe,3,13.1
KOTAKBANK,compounded_sales_growth,10,12.3
KOTAKBANK,compounded_sales_growth,5,13.5
KOTAKBANK,compounded_sales_growth,3,15.6
KOTAKBANK,compounded_profit_growth,10,12.2
KOTAKBANK,compounded_profit_growth,5,14.0
KOTAKBANK,compounded_profit_growth,3,16.5
KOTAKBANK,stock_price_cagr,10,15.4
KOTAKBANK,stock_price_cagr,5,17.8
KOTAKBANK,stock_price_cagr,3,14.2
KOTAKBANK,stock_price_cagr,1,21.0
KOTAKBANK,roe,10,13.0
KOTAKBANK,roe,5,14.0
KOTAKBANK,roe,3,15.5
LICI,compounded_sales_growth,10,7.0
LICI,compounded_sales_growth,5,8.2
LICI,compounded_sales_growth,3,10.3
LICI,compounded_profit_growth,10,12.2
LICI,compounded_profit_growth,5,14.0
LICI,compounded_profit_growth,3,16.5
LICI,stock_price_cagr,10,15.4
LICI,stock_price_cagr,5,17.8
LICI,stock_price_cagr,3,14.2
LICI,stock_price_cagr,1,21.0
LICI,roe,10,48.5
LICI,roe,5,49.5
LICI,roe,3,51.0
LODHA,compounded_sales_growth,10,-4.0
LODHA,compounded_sales_growth,5,-2.8
LODHA,compounded_sales_growth,3,-0.7
LODHA,compounded_profit_growth,10,12.2
LODHA,compounded_profit_growth,5,14.0
LODHA,compounded_profit_growth,3,16.5
LODHA,stock_price_cagr,10,15.4
LODHA,stock_price_cagr,5,17.8
LODHA,stock_price_cagr,3,14.2
LODHA,stock_price_cagr,1,21.0
LODHA,roe,10,7.9
LODHA,roe,5,8.9
LODHA,roe,3,10.4
LT,compounded_sales_growth,10,9.1
LT,compounded_sales_growth,5,10.3
LT,compounded_sales_growth,3,12.4
LT,compounded_profit_growth,10,12.2
LT,compounded_profit_growth,5,14.0
LT,compounded_profit_growth,3,16.5
LT,stock_price_cagr,10,15.4
LT,stock_price_cagr,5,17.8
LT,stock_price_cagr,3,14.2
LT,stock_price_cagr,1,21.0
LT,roe,10,76.7
LT,roe,5,77.7
LT,roe,3,79.2
LTIM,compounded_sales_growth,10,29.1
LTIM,compounded_sales_growth,5,30.3
LTIM,compounded_sales_growth,3,32.4
LTIM,compounded_profit_growth,10,12.2
LTIM,compounded_profit_growth,5,14.0
LTIM,compounded_profit_growth,3,16.5
LTIM,stock_price_cagr,10,15.4
LTIM,stock_price_cagr,5,17.8
LTIM,stock_price_cagr,3,14.2
LTIM,stock_price_cagr,1,21.0
LTIM,roe,10,21.9
LTIM,roe,5,22.9
LTIM,roe,3,24.4
M&M,compounded_sales_growth,10,4.6
M&M,compounded_sales_growth,5,5.8
M&M,compounded_sales_growth,3,7.9
M&M,compounded_profit_growth,10,12.2
M&M,compounded_profit_growth,5,14.0
M&M,compounded_profit_growth,3,16.5
M&M,stock_price_cagr,10,15.4
M&M,stock_price_cagr,5,17.8
M&M,stock_price_cagr,3,14.2
M&M,stock_price_cagr,1,21.0
M&M,roe,10,17.5
M&M,roe,5,18.5
M&M,roe,3,20.0
MARUTI,compounded_sales_growth,10,9.3
MARUTI,compounded_sales_growth,5,10.5
MARUTI,compounded_sales_growth,3,12.6
MARUTI,compounded_profit_growth,10,12.2
MARUTI,compounded_profit_growth,5,14.0
MARUTI,compounded_profit_growth,3,16.5
MARUTI,stock_price_cagr,10,15.4
MARUTI,stock_price_cagr,5,17.8
MARUTI,stock_price_cagr,3,14.2
MARUTI,stock_price_cagr,1,21.0
MARUTI,roe,10,14.8
MARUTI,roe,5,15.8
MARUTI,roe,3,17.2
MOTHERSON,compounded_sales_growth,10,8.0
MOTHERSON,compounded_sales_growth,5,9.2
MOTHERSON,compounded_sales_growth,3,11.3
MOTHERSON,compounded_profit_growth,10,12.2
MOTHERSON,compounded_profit_growth,5,14.0
MOTHERSON,compounded_profit_growth,3,16.5
MOTHERSON,stock_price_cagr,10,15.4
MOTHERSON,stock_price_cagr,5,17.8
MOTHERSON,stock_price_cagr,3,14.2
MOTHERSON,stock_price_cagr,1,21.0
MOTHERSON,roe,10,10.6
MOTHERSON,roe,5,11.6
MOTHERSON,roe,3,13.1
NAUKRI,compounded_sales_growth,10,15.9
NAUKRI,compounded_sales_growth,5,17.1
NAUKRI,compounded_sales_growth,3,19.2
NAUKRI,compounded_profit_growth,10,12.2
NAUKRI,compounded_profit_growth,5,14.0
NAUKRI,compounded_profit_growth,3,16.5
NAUKRI,stock_price_cagr,10,15.4
NAUKRI,stock_price_cagr,5,17.8
NAUKRI,stock_price_cagr,3,14.2
NAUKRI,stock_price_cagr,1,21.0
NAUKRI,roe,10,1.0
NAUKRI,roe,5,2.0
NAUKRI,roe,3,3.5
NESTLEIND,compounded_sales_growth,10,13.4
NESTLEIND,compounded_sales_growth,5,14.6
NESTLEIND,compounded_sales_growth,3,16.7
NESTLEIND,compounded_profit_growth,10,12.2
NESTLEIND,compounded_profit_growth,5,14.0
NESTLEIND,compounded_profit_growth,3,16.5
NESTLEIND,stock_price_cagr,10,15.4
NESTLEIND,stock_price_cagr,5,17.8
NESTLEIND,stock_price_cagr,3,14.2
NESTLEIND,stock_price_cagr,1,21.0
NESTLEIND,roe,10,116.8
NESTLEIND,roe,5,117.8
NESTLEIND,roe,3,119.2
NHPC,compounded_sales_growth,10,0.2
NHPC,compounded_sales_growth,5,1.4
NHPC,compounded_sales_growth,3,3.5
NHPC,compounded_profit_growth,10,12.2
NHPC,compounded_profit_growth,5,14.0
NHPC,compounded_profit_growth,3,16.5
NHPC,stock_price_cagr,10,15.4
NHPC,stock_price_cagr,5,17.8
NHPC,stock_price_cagr,3,14.2
NHPC,stock_price_cagr,1,21.0
NHPC,roe,10,9.4
NHPC,roe,5,10.4
NHPC,roe,3,11.9
NTPC,compounded_sales_growth,10,11.0
NTPC,compounded_sales_growth,5,12.2
NTPC,compounded_sales_growth,3,14.3
NTPC,compounded_profit_growth,10,12.2
NTPC,compounded_profit_growth,5,14.0
NTPC,compounded_profit_growth,3,16.5
NTPC,stock_price_cagr,10,15.4
NTPC,stock_price_cagr,5,17.8
NTPC,stock_price_cagr,3,14.2
NTPC,stock_price_cagr,1,21.0
NTPC,roe,10,12.3
NTPC,roe,5,13.3
NTPC,roe,3,14.8
ONGC,compounded_sales_growth,10,5.8
ONGC,compounded_sales_growth,5,7.0
ONGC,compounded_sales_growth,3,9.1
ONGC,compounded_profit_growth,10,12.2
ONGC,compounded_profit_growth,5,14.0
ONGC,compounded_profit_growth,3,16.5
ONGC,stock_price_cagr,10,15.4
ONGC,stock_price_cagr,5,17.8
ONGC,stock_price_cagr,3,14.2
ONGC,stock_price_cagr,1,21.0
ONGC,roe,10,15.9
ONGC,roe,5,16.9
ONGC,roe,3,18.4
PFC,compounded_sales_growth,10,9.9
PFC,compounded_sales_growth,5,11.1
PFC,compounded_sales_growth,3,13.2
PFC,compounded_profit_growth,10,12.2
PFC,compounded_profit_growth,5,14.0
PFC,compounded_profit_growth,3,16.5
PFC,stock_price_cagr,10,15.4
PFC,stock_price_cagr,5,17.8
PFC,stock_price_cagr,3,14.2
PFC,stock_price_cagr,1,21.0
PFC,roe,10,25.2
PFC,roe,5,26.2
PFC,roe,3,27.7
PIDILITIND,compounded_sales_growth,10,10.6
PIDILITIND,compounded_sales_growth,5,11.8
PIDILITIND,compounded_sales_growth,3,13.9
PIDILITIND,compounded_profit_growth,10,12.2
PIDILITIND,compounded_profit_growth,5,14.0
PIDILITIND,compounded_profit_growth,3,16.5
PIDILITIND,stock_price_cagr,10,15.4
PIDILITIND,stock_price_cagr,5,17.8
PIDILITIND,stock_price_cagr,3,14.2
PIDILITIND,stock_price_cagr,1,21.0
PIDILITIND,roe,10,19.8
PIDILITIND,roe,5,20.8
PIDILITIND,roe,3,22.3
PNB,compounded_sales_growth,10,14.7
PNB,compounded_sales_growth,5,15.9
PNB,compounded_sales_growth,3,18.0
PNB,compounded_profit_growth,10,12.2
PNB,compounded_profit_growth,5,14.0
PNB,compounded_profit_growth,3,16.5
PNB,stock_price_cagr,10,15.4
PNB,stock_price_cagr,5,17.8
PNB,stock_price_cagr,3,14.2
PNB,stock_price_cagr,1,21.0
PNB,roe,10,60.3
PNB,roe,5,61.3
PNB,roe,3,62.8
POWERGRID,compounded_sales_growth,10,4.3
POWERGRID,compounded_sales_growth,5,5.5
POWERGRID,compounded_sales_growth,3,7.6
POWERGRID,compounded_profit_growth,10,12.2
POWERGRID,compounded_profit_growth,5,14.0
POWERGRID,compounded_profit_growth,3,16.5
POWERGRID,stock_price_cagr,10,15.4
POWERGRID,stock_price_cagr,5,17.8
POWERGRID,stock_price_cagr,3,14.2
POWERGRID,stock_price_cagr,1,21.0
POWERGRID,roe,10,16.9
POWERGRID,roe,5,17.9
POWERGRID,roe,3,19.4
RECLTD,compounded_sales_growth,10,12.1
RECLTD,compounded_sales_growth,5,13.3
RECLTD,compounded_sales_growth,3,15.4
RECLTD,compounded_profit_growth,10,12.2
RECLTD,compounded_profit_growth,5,14.0
RECLTD,compounded_profit_growth,3,16.5
RECLTD,stock_price_cagr,10,15.4
RECLTD,stock_price_cagr,5,17.8
RECLTD,stock_price_cagr,3,14.2
RECLTD,stock_price_cagr,1,21.0
RECLTD,roe,10,19.4
RECLTD,roe,5,20.4
RECLTD,roe,3,21.9
RELIANCE,compounded_sales_growth,10,8.4
RELIANCE,compounded_sales_growth,5,9.6
RELIANCE,compounded_sales_growth,3,11.7
RELIANCE,compounded_profit_growth,10,12.2
RELIANCE,compounded_profit_growth,5,14.0
RELIANCE,compounded_profit_growth,3,16.5
RELIANCE,stock_price_cagr,10,15.4
RELIANCE,stock_price_cagr,5,17.8
RELIANCE,stock_price_cagr,3,14.2
RELIANCE,stock_price_cagr,1,21.0
RELIANCE,roe,10,9.0
RELIANCE,roe,5,10.0
RELIANCE,roe,3,11.5
SBILIFE,compounded_sales_growth,10,23.0
SBILIFE,compounded_sales_growth,5,24.2
SBILIFE,compounded_sales_growth,3,26.3
SBILIFE,compounded_profit_growth,10,12.2
SBILIFE,compounded_profit_growth,5,14.0
SBILIFE,compounded_profit_growth,3,16.5
SBILIFE,stock_price_cagr,10,15.4
SBILIFE,stock_price_cagr,5,17.8
SBILIFE,stock_price_cagr,3,14.2
SBILIFE,stock_price_cagr,1,21.0
SBILIFE,roe,10,11.7
SBILIFE,roe,5,12.7
SBILIFE,roe,3,14.2
SBIN,compounded_sales_growth,10,11.3
SBIN,compounded_sales_growth,5,12.5
SBIN,compounded_sales_growth,3,14.6
SBIN,compounded_profit_growth,10,12.2
SBIN,compounded_profit_growth,5,14.0
SBIN,compounded_profit_growth,3,16.5
SBIN,stock_price_cagr,10,15.4
SBIN,stock_price_cagr,5,17.8
SBIN,stock_price_cagr,3,14.2
SBIN,stock_price_cagr,1,21.0
SBIN,roe,10,17.0
SBIN,roe,5,18.0
SBIN,roe,3,19.5
SHREECEM,compounded_sales_growth,10,9.1
SHREECEM,compounded_sales_growth,5,10.3
SHREECEM,compounded_sales_growth,3,12.4
SHREECEM,compounded_profit_growth,10,12.2
SHREECEM,compounded_profit_growth,5,14.0
SHREECEM,compounded_profit_growth,3,16.5
SHREECEM,stock_price_cagr,10,15.4
SHREECEM,stock_price_cagr,5,17.8
SHREECEM,stock_price_cagr,3,14.2
SHREECEM,stock_price_cagr,1,21.0
SHREECEM,roe,10,7.4
SHREECEM,roe,5,8.4
SHREECEM,roe,3,9.9
SHRIRAMFIN,compounded_sales_growth,10,17.4
SHRIRAMFIN,compounded_sales_growth,5,18.6
SHRIRAMFIN,compounded_sales_growth,3,20.7
SHRIRAMFIN,compounded_profit_growth,10,12.2
SHRIRAMFIN,compounded_profit_growth,5,14.0
SHRIRAMFIN,compounded_profit_growth,3,16.5
SHRIRAMFIN,stock_price_cagr,10,15.4
SHRIRAMFIN,stock_price_cagr,5,17.8
SHRIRAMFIN,stock_price_cagr,3,14.2
SHRIRAMFIN,stock_price_cagr,1,21.0
SHRIRAMFIN,roe,10,14.1
SHRIRAMFIN,roe,5,15.1
SHRIRAMFIN,roe,3,16.6
SIEMENS,compounded_sales_growth,10,10.0
SIEMENS,compounded_sales_growth,5,11.2
SIEMENS,compounded_sales_growth,3,13.3
SIEMENS,compounded_profit_growth,10,12.2
SIEMENS,compounded_profit_growth,5,14.0
SIEMENS,compounded_profit_growth,3,16.5
SIEMENS,stock_price_cagr,10,15.4
SIEMENS,stock_price_cagr,5,17.8
SIEMENS,stock_price_cagr,3,14.2
SIEMENS,stock_price_cagr,1,21.0
SIEMENS,roe,10,16.7
SIEMENS,roe,5,17.7
SIEMENS,roe,3,19.2
SUNPHARMA,compounded_sales_growth,10,9.6
SUNPHARMA,compounded_sales_growth,5,10.8
SUNPHARMA,compounded_sales_growth,3,12.9
SUNPHARMA,compounded_profit_growth,10,12.2
SUNPHARMA,compounded_profit_growth,5,14.0
SUNPHARMA,compounded_profit_growth,3,16.5
SUNPHARMA,stock_price_cagr,10,15.4
SUNPHARMA,stock_price_cagr,5,17.8
SUNPHARMA,stock_price_cagr,3,14.2
SUNPHARMA,stock_price_cagr,1,21.0
SUNPHARMA,roe,10,14.1
SUNPHARMA,roe,5,15.1
SUNPHARMA,roe,3,16.6
TATACONSUM,compounded_sales_growth,10,14.8
TATACONSUM,compounded_sales_growth,5,16.0
TATACONSUM,compounded_sales_growth,3,18.1
TATACONSUM,compounded_profit_growth,10,12.2
TATACONSUM,compounded_profit_growth,5,14.0
TATACONSUM,compounded_profit_growth,3,16.5
TATACONSUM,stock_price_cagr,10,15.4
TATACONSUM,stock_price_cagr,5,17.8
TATACONSUM,stock_price_cagr,3,14.2
TATACONSUM,stock_price_cagr,1,21.0
TATACONSUM,roe,10,6.6
TATACONSUM,roe,5,7.6
TATACONSUM,roe,3,9.1
TATAMOTORS,compounded_sales_growth,10,6.5
TATAMOTORS,compounded_sales_growth,5,7.7
TATAMOTORS,compounded_sales_growth,3,9.8
TATAMOTORS,compounded_profit_growth,10,12.2
TATAMOTORS,compounded_profit_growth,5,14.0
TATAMOTORS,compounded_profit_growth,3,16.5
TATAMOTORS,stock_price_cagr,10,15.4
TATAMOTORS,stock_price_cagr,5,17.8
TATAMOTORS,stock_price_cagr,3,14.2
TATAMOTORS,stock_price_cagr,1,21.0
TATAMOTORS,roe,10,36.5
TATAMOTORS,roe,5,37.5
TATAMOTORS,roe,3,39.0
TATAPOWER,compounded_sales_growth,10,14.3
TATAPOWER,compounded_sales_growth,5,15.5
TATAPOWER,compounded_sales_growth,3,17.6
TATAPOWER,compounded_profit_growth,10,12.2
TATAPOWER,compounded_profit_growth,5,14.0
TATAPOWER,compounded_profit_growth,3,16.5
TATAPOWER,stock_price_cagr,10,15.4
TATAPOWER,stock_price_cagr,5,17.8
TATAPOWER,stock_price_cagr,3,14.2
TATAPOWER,stock_price_cagr,1,21.0
TATAPOWER,roe,10,12.2
TATAPOWER,roe,5,13.2
TATAPOWER,roe,3,14.7
TATASTEEL,compounded_sales_growth,10,6.6
TATASTEEL,compounded_sales_growth,5,7.8
TATASTEEL,compounded_sales_growth,3,9.9
TATASTEEL,compounded_profit_growth,10,12.2
TATASTEEL,compounded_profit_growth,5,14.0
TATASTEEL,compounded_profit_growth,3,16.5
TATASTEEL,stock_price_cagr,10,15.4
TATASTEEL,stock_price_cagr,5,17.8
TATASTEEL,stock_price_cagr,3,14.2
TATASTEEL,stock_price_cagr,1,21.0
TATASTEEL,roe,10,-6.3
TATASTEEL,roe,5,-5.3
TATASTEEL,roe,3,-3.8
TCS,compounded_sales_growth,10,9.3
TCS,compounded_sales_growth,5,10.5
TCS,compounded_sales_growth,3,12.6
TCS,compounded_profit_growth,10,12.2
TCS,compounded_profit_growth,5,14.0
TCS,compounded_profit_growth,3,16.5
TCS,stock_price_cagr,10,15.4
TCS,stock_price_cagr,5,17.8
TCS,stock_price_cagr,3,14.2
TCS,stock_price_cagr,1,21.0
TCS,roe,10,49.9
TCS,roe,5,50.9
TCS,roe,3,52.4
TECHM,compounded_sales_growth,10,7.2
TECHM,compounded_sales_growth,5,8.4
TECHM,compounded_sales_growth,3,10.5
TECHM,compounded_profit_growth,10,12.2
TECHM,compounded_profit_growth,5,14.0
TECHM,compounded_profit_growth,3,16.5
TECHM,stock_price_cagr,10,15.4
TECHM,stock_price_cagr,5,17.8
TECHM,stock_price_cagr,3,14.2
TECHM,stock_price_cagr,1,21.0
TECHM,roe,10,8.0
TECHM,roe,5,9.0
TECHM,roe,3,10.5
TITAN,compounded_sales_growth,10,19.7
TITAN,compounded_sales_growth,5,20.9
TITAN,compounded_sales_growth,3,23.0
TITAN,compounded_profit_growth,10,12.2
TITAN,compounded_profit_growth,5,14.0
TITAN,compounded_profit_growth,3,16.5
TITAN,stock_price_cagr,10,15.4
TITAN,stock_price_cagr,5,17.8
TITAN,stock_price_cagr,3,14.2
TITAN,stock_price_cagr,1,21.0
TITAN,roe,10,36.2
TITAN,roe,5,37.2
TITAN,roe,3,38.7
TORNTPHARM,compounded_sales_growth,10,5.7
TORNTPHARM,compounded_sales_growth,5,6.9
TORNTPHARM,compounded_sales_growth,3,9.0
TORNTPHARM,compounded_profit_growth,10,12.2
TORNTPHARM,compounded_profit_growth,5,14.0
TORNTPHARM,compounded_profit_growth,3,16.5
TORNTPHARM,stock_price_cagr,10,15.4
TORNTPHARM,stock_price_cagr,5,17.8
TORNTPHARM,stock_price_cagr,3,14.2
TORNTPHARM,stock_price_cagr,1,21.0
TORNTPHARM,roe,10,23.1
TORNTPHARM,roe,5,24.1
TORNTPHARM,roe,3,25.6
TRENT,compounded_sales_growth,10,35.1
TRENT,compounded_sales_growth,5,36.3
TRENT,compounded_sales_growth,3,38.4
TRENT,compounded_profit_growth,10,12.2
TRENT,compounded_profit_growth,5,14.0
TRENT,compounded_profit_growth,3,16.5
TRENT,stock_price_cagr,10,15.4
TRENT,stock_price_cagr,5,17.8
TRENT,stock_price_cagr,3,14.2
TRENT,stock_price_cagr,1,21.0
TRENT,roe,10,35.3
TRENT,roe,5,36.3
TRENT,roe,3,37.8
TVSMOTOR,compounded_sales_growth,10,13.0
TVSMOTOR,compounded_sales_growth,5,14.2
TVSMOTOR,compounded_sales_growth,3,16.3
TVSMOTOR,compounded_profit_growth,10,12.2
TVSMOTOR,compounded_profit_growth,5,14.0
TVSMOTOR,compounded_profit_growth,3,16.5
TVSMOTOR,stock_price_cagr,10,15.4
TVSMOTOR,stock_price_cagr,5,17.8
TVSMOTOR,stock_price_cagr,3,14.2
TVSMOTOR,stock_price_cagr,1,21.0
TVSMOTOR,roe,10,25.2
TVSMOTOR,roe,5,26.2
TVSMOTOR,roe,3,27.7
